img_emoji;word_count;count_emoji;emotion;tonality;class;clean_text
🤗;10;1;joy;positive;2;какие вы все отважные герои. с закрытыми профилями🤗
😃;9;1;smile;positive/negative;0;брак тоже может стать конфузом длиною в жизнь😃
😊;9;1;smile;positive/negative;0;спасибо большое! и вам всего чего желаете😊
😊;3;1;smile;positive/negative;0;да очень 😊
😆;9;1;smile;positive/negative;0;ну продавцом после выпуска я тоже была …😆
🤣;3;1;smile;positive/negative;0;тоже неплохо🤣
🙈;4;1;no_emotion;neutral/skeptical;1;попрекать из-за круассанов🙈
😏;6;1;no_emotion;neutral/skeptical;1;вашему мужу тоже глубочайшие соболезнования😏
🤣;6;1;smile;positive/negative;0;ахах, ну я промолчу... 🤣
🤣;6;1;smile;positive/negative;0;"""помоги братик...""🤣"
😼;4;1;smile;positive/negative;0;ну ты чего😼
😉;9;1;smile;positive/negative;0;так дело в книге или ее стоимости? 😉
😁;9;1;smile;positive/negative;0;точно монстр) умудрилась крышку поднять и убежать😁
🤣;5;1;smile;positive/negative;0;под книжного червя закосила 🤣
😃;7;1;smile;positive/negative;0;улитка на случай внезапно нагрянувшей налоговой😃
😍;11;1;joy;positive;2;😍 у меня так же. и даже фигурки стоят солдатиков
😂;8;1;smile;positive/negative;0;хмммм....наверное онлифанс?!? 😂
🙂;5;1;smile;positive/negative;0;шикарные волосы покрывающие грудь 🙂
😆;6;1;smile;positive/negative;0;достойно на#бывая людей! 😆
😏;11;1;no_emotion;neutral/skeptical;1;"смотря что иметь в виду под словом ""достойно"" 😏"
😆;2;1;smile;positive/negative;0;херомант😆
🤧;8;1;no_emotion;negative;12;я дико извиняюсь🤧  есть чё похавать?
😌;7;1;joy;positive;2;ооонормас😌 а молоко есть ?
😋;4;1;joy;positive;2;кофу тозя мозьня😋
🙂;5;1;smile;positive/negative;0;welcome! приятного. 🙂
😀;6;1;smile;positive/negative;0;выпечку я умею только кушать 😀
😉;8;1;smile;positive/negative;0;блиииин точно! спасибо за подсказку! 😉
😆;11;1;smile;positive/negative;0;я думала вы напишите  пока читал подписался на паблик автора😆
🤣;8;1;smile;positive/negative;0;тоже так подумала 🤣 искала этот коммент.
🙉;5;1;no_emotion;positive/negative;3;папа конечно супер родитель🙉
😂;11;1;smile;positive/negative;0;да там сразу по пять тыщ долларов в макдаке выдают😂
😃;8;1;smile;positive/negative;0;нужно подписаться на канал?)) 😃
🤔;5;1;no_emotion;neutral/skeptical;1;прода в историях?🤔
😄;10;1;smile;positive/negative;0;... и там стояла женщина из первой истории?😄
😉;8;1;smile;positive/negative;0;это верный путь к насыщению жизни умничка 😉
🤣;11;1;smile;positive/negative;0;особенно это актуально 25го января где - нибудь в сибири 🤣
😃;9;1;smile;positive/negative;0;она просто скромная девушка как раз для автора😃
😁;8;1;smile;positive/negative;0;заморозить,а потом отогреть)беспроигрышная стратегия😁
🤭;11;1;no_emotion;neutral/skeptical;1;не сыр без колбаски время на ветер с таким жмотом🤭
😁;5;1;smile;positive/negative;0;сыр нынче дороже колбаски😁
🤔;8;1;no_emotion;neutral/skeptical;1;поскромнее?! или поудобнее?!🤔
😁;4;1;smile;positive/negative;0;спасибо я старалась😁
😳;7;1;shame;negative;6;как человек будет жить без губ 😳
🤔;9;1;no_emotion;neutral/skeptical;1;где в этих случаях ты увидел адекватность? 🤔
😅;11;1;smile;positive/negative;0;уж курицу и  картошку она и сама может себе организовать 😅
😉;11;1;smile;positive/negative;0;всё правильно. и написано отлично. сразу видно журналиста 😉
😅;10;1;smile;positive/negative;0;я предложил альтернативу ему если так сильно хотел накормить 😅
😆;5;1;smile;positive/negative;0;там возможно тысячи хватит 😆
😁;8;1;smile;positive/negative;0;ловлю на слове в воскресенье приглашаешь? 😁
😆;10;1;smile;positive/negative;0;ну так и заплатила бы в чём проблема? 😆
😎;10;1;no_emotion;positive/negative;3;или кто-то навинтил. не в курсе кто? 😎
😁;8;1;smile;positive/negative;0;я не себя имела ввиду, если что 😁
😁;5;1;smile;positive/negative;0;прям с языка сняли😁
🤣;6;1;smile;positive/negative;0;в 60 лет уже поздно 🤣
🤔;6;1;no_emotion;neutral/skeptical;1;огромные требования к женщинам? 🤔
😁;9;1;smile;positive/negative;0;тогда ждите в личку очередь из одиноких женщин 😁
🤔;10;1;no_emotion;neutral/skeptical;1;тут другое удивительно: ему 22, а ей 37🤔
😘;5;1;joy;positive;2;если не толстая пиши 😘
🤣;9;1;smile;positive/negative;0;я не толстая...писать не буду.🤣
😆;9;1;smile;positive/negative;0;или вы про наташу со своей страницы?😆
😁;9;1;smile;positive/negative;0;я не так быстро пишу как вы читаете 😁
😂;6;1;smile;positive/negative;0;потерял сознаниекак и тогда 😂
😳;4;1;shame;negative;6;тогда?! 😳
😉;9;1;smile;positive/negative;0;ещё немного и от стихов к книгам перейдёшь 😉
😁;8;1;smile;positive/negative;0;у меня личка открыта на всякий случай 😁
😆;11;1;smile;positive/negative;0;сухой нормально под пивасик зайдёт особенно если со вкусом рыбы 😆
😂;7;1;smile;positive/negative;0;писать сначала научитесь умная вы наша 😂
☺;3;1;smile;positive/negative;0;спасибо ☺️
😍;2;1;joy;positive;2;федя 😍
🤔;10;1;no_emotion;neutral/skeptical;1;"меня одну бомбит от слова ""напекала""?🤔"
😊;2;1;smile;positive/negative;0;спасибо 😊
😆;10;1;smile;positive/negative;0;да я понимаю. сам 16 лет у плиты😆
😊;7;1;smile;positive/negative;0;то есть план хозяина ресторана сработал😊
😆;6;1;smile;positive/negative;0;всегда ржу с этого коммента 😆
😂;7;1;smile;positive/negative;0;всякое бывает это адлер так то😂
🥰;3;1;joy;positive;2;спасибо большое🥰
🥰;8;1;joy;positive;2;спасибо вам огромное. всего вам наилучшего 🥰
🙀;10;1;surprise;positive/negative;9;бл#ть, упасите все святые, от таких родителей! 🙀
🙀;5;1;surprise;positive/negative;9;тусклая нисколька нилутьше.🙀
🤗;11;1;joy;positive;2;скормлю его тебе же...но с пчелами внутри.🤗
😆;6;1;smile;positive/negative;0;котенок! не мяукай.😆
😄;7;1;smile;positive/negative;0;злюкен-гадюкен страсть-то какая! ауф! 😄
😉;4;1;smile;positive/negative;0;сохрани стихи-они твои😉
😑;9;1;no_emotion;neutral/skeptical;1;не будешь! не подлизываться тут мне.😑
🤗;3;1;joy;positive;2;пойдет благодарю 🤗
😄;7;1;smile;positive/negative;0;отлично! хоть кто-то не бухтит😄
😜;11;1;no_emotion;positive/negative;3;ну не всем бухтетьхотя еду на работу в метро 😜
😄;8;1;smile;positive/negative;0;спасибки добрый человек вижу что понравился стих😄
🤣;5;1;smile;positive/negative;0;мечты мечты))🤣
😅;7;1;smile;positive/negative;0;тут уже конечно кто как привык😅
🤣;10;1;smile;positive/negative;0;я промониторю. не звездю епта зуб на мясо🤣
😁;4;1;smile;positive/negative;0;вот-вот))😁
😁;7;1;smile;positive/negative;0;а вот это как раз предсказуемо😁
😁;9;1;smile;positive/negative;0;а вот и не написано что работает там😁
😀;9;1;smile;positive/negative;0;так и имя меняют тоже не в паспортном 😀
🤣;10;1;smile;positive/negative;0;вас ещё в торговле не было тоже не скучно🤣
🤣;11;1;smile;positive/negative;0;ну в фильмах делают красиво а вы делаете как надо🤣
😂;9;1;smile;positive/negative;0;у вас почерк аккуратный вы точно врач? 😂
😉;5;1;smile;positive/negative;0;уже очень пора! 😉
😄;10;1;smile;positive/negative;0;ваша реакция бесценна ожидала ушата грязи в свой адрес 😄
🤣;5;1;smile;positive/negative;0;а из каких?🤣
🙂;7;1;smile;positive/negative;0;и уход особенно после плохих условий 🙂
😄;6;1;smile;positive/negative;0;когда можно забрать динозаврика? 😄
😆;7;1;smile;positive/negative;0;а всё было только в голове 😆
🤣;8;1;smile;positive/negative;0;он наверное под дулом писал,данный пост 🤣
🤣;7;1;smile;positive/negative;0;в индию надо отправлять первым классом 🤣
😂;8;1;smile;positive/negative;0;😂 я чего-то даже представить это не могу
🤣;6;1;smile;positive/negative;0;уже курнувшая?)) 🤣
🥰;5;1;joy;positive;2;какая мамочка понимающая, умничка 🥰
😂;9;1;smile;positive/negative;0;по-моему самый лучший комментарий 😂 ни убавить ни прибавить
😬;10;1;no_emotion;neutral/skeptical;1;сейчас не делаю все таблетки для экстренного аборта пропали 😬
😈;7;1;anger;negative;7;угу. а спросить не мог😈
🤣;9;1;smile;positive/negative;0;ну и сиди в углу- ступу мой🤣
🤣;4;1;smile;positive/negative;0;я в инквизицию🤣
🤣;11;1;smile;positive/negative;0;утонула- приличная женщина была а выплыла- на костёр 🤣
😁;7;1;smile;positive/negative;0;а я вот щас задумалась... 😁
😄;7;1;smile;positive/negative;0;или михалыч а может и петрович 😄
🤣;5;1;smile;positive/negative;0;как угадали?! 🤣
😉;10;1;smile;positive/negative;0;вот бы ещё к ним ко всем уважительно относились 😉
😄;6;1;smile;positive/negative;0;блин тоже хочу массаж ступней😄
😁;5;1;smile;positive/negative;0;главное сильно не расслабляться 😁
😄;5;1;smile;positive/negative;0;да вы батя философ 😄
😁;3;1;smile;positive/negative;0;бывает.😁
😅;8;1;smile;positive/negative;0;это у нас рассуждение высокоэффективного с во 😅
😊;7;1;smile;positive/negative;0;это даааа. дисциплина абсолютная. 😊
😏;6;1;no_emotion;neutral/skeptical;1;а говорят незаменимых нет...😏
😁;4;1;smile;positive/negative;0;она в курсе😁
😹;8;1;smile;positive/negative;0;теперь тоже буду обсасывать конфеты и отдавать 😹
😅;6;1;smile;positive/negative;0;не хотите ли конфетку?😅
😂;4;1;smile;positive/negative;0;похоже что так😂
🤔;6;1;no_emotion;neutral/skeptical;1;вы о чем вообще? 🤔
😁;6;1;smile;positive/negative;0;ой всё 😁вы меня утомили
😳;2;1;shame;negative;6;ужас 😳
😍;8;1;joy;positive;2;я мечтаю переехать из города в деревню😍
👹;10;1;fear;negative;5;я мстю и мстя моя страшна!!! 👹
😅;2;1;smile;positive/negative;0;аще😅
🤓;2;1;no_emotion;neutral/skeptical;1;дыа🤓
😬;6;1;no_emotion;neutral/skeptical;1;это вы к чему?😬
😄;7;1;smile;positive/negative;0;ох я и так долго ем 😄
🤣;7;1;smile;positive/negative;0;-3,5 уже не могу без линз 🤣
🙂;3;1;smile;positive/negative;0;аналогично коллега 🙂
🤣;7;1;smile;positive/negative;0;безглазый - это слепой))🤣
😂;7;1;smile;positive/negative;0;ну прям в корне всё меняет 😂
😘;5;1;joy;positive;2;одноглазый и слепой ) 😘
😜;5;1;no_emotion;positive/negative;3;лет 40 прошло?😜
😁;5;1;smile;positive/negative;0;это - жиза! 😁
😁;8;1;smile;positive/negative;0;50*50.а история смешная😁
🤣;11;1;smile;positive/negative;0;в близи они же видят. может они розетки собирают 🤣
😂;3;1;smile;positive/negative;0;на ощупь 😂
🤣;5;1;smile;positive/negative;0;ну если только так🤣
😂;10;1;smile;positive/negative;0;а мне норм) я прывыкла что все расплывчатое😂
🤣;3;1;smile;positive/negative;0;жалко настю🤣
😅;9;1;smile;positive/negative;0;закрепили союз так сказать рукопожатием 😅 а чего , прикольно
🙄;8;1;no_emotion;neutral/skeptical;1;а причём тут вкус какой-то вообще?🙄
😄;7;1;smile;positive/negative;0;зато какие фоточки смешные в масках😄
😅;7;1;smile;positive/negative;0;бузову научили же более менее петь😅
🤔;4;1;no_emotion;neutral/skeptical;1;тайский рамен? 🤔
😩;6;1;sadness;negative;4;это даже уххпотеря потерь 😩
😐;9;1;no_emotion;neutral/skeptical;1;не ну не рамен конечно но тоже обидно 😐
🙄;4;1;no_emotion;neutral/skeptical;1;еду не выкидывают 🙄
😁;2;1;smile;positive/negative;0;лучший😁
😆;4;1;smile;positive/negative;0;а ты хорош😆
😁;5;1;smile;positive/negative;0;разрешите с вами познакомиться 😁
😳;7;1;shame;negative;6;😳. очень странные выводы конечно.
😉;6;1;smile;positive/negative;0;ну оно и к лучшему 😉
😉;10;1;smile;positive/negative;0;потом... неопределённые временные рамки. твори добро! 😉
😆;4;1;smile;positive/negative;0;экстрасенс?)😆
🤣;9;1;smile;positive/negative;0;ванга нервно в сторонке закурила когда я родился 🤣
😉;4;1;smile;positive/negative;0;это же хорошо 😉
😂;11;1;smile;positive/negative;0;наушники в помощь.  и вам, видимо, таксисты-бизнесмены не встречались😂
🤣;9;1;smile;positive/negative;0;каждый второй таксист не таксист)))🤣
🤣;7;1;smile;positive/negative;0;ваша история интереснее чем предыдущая! 🤣
🙉;5;1;no_emotion;positive/negative;3;нельзя говорить вы что 🙉
😔;2;1;sadness;negative;4;угу 😔
😸;6;1;smile;positive/negative;0;ой ой маленький котенок. 😸
😁;3;1;smile;positive/negative;0;хорошего дня😁
😁;3;1;smile;positive/negative;0;взаимно! 😁
🤣;5;1;smile;positive/negative;0;пиzdaбол она по гороскопу 🤣
🤣;6;1;smile;positive/negative;0;сами в свой пиzдёж верят 🤣
🤣;3;1;smile;positive/negative;0;да да 🤣
😊;10;1;smile;positive/negative;0;да на такое не способна даже ультра мега прошмандовка 😊
🤣;6;1;smile;positive/negative;0;прям история в стиле каневского 🤣
😁;9;1;smile;positive/negative;0;думаю это для смеха но похоже на правду😁
😁;11;1;smile;positive/negative;0;😁 спасибо я что-то с утра не поняла))))
😳;7;1;shame;negative;6;скажите где купить ??????😳
😏;8;1;no_emotion;neutral/skeptical;1;это самая  странная история,которую я слышала😏
😂;3;1;smile;positive/negative;0;пили-пили) 😂
🤣;11;1;smile;positive/negative;0;видно у парня плохо с логикой  не продумал историю...🤣
🤣;4;1;smile;positive/negative;0;это самотык вибрирующий 🤣
😉;2;1;smile;positive/negative;0;погуляем😉
😁;5;1;smile;positive/negative;0;во самый позитивный ответ😁
😂;3;1;smile;positive/negative;0;баб тоже😂
😅;10;1;smile;positive/negative;0;и потом с третьего брака будет к тебе бегать 😅
🤣;5;1;smile;positive/negative;0;и видеться чаще будут🤣
😁;6;1;smile;positive/negative;0;бхх 😁 автор поста полагаю?
😏;9;1;no_emotion;neutral/skeptical;1;как вас жизнь-то обидела. всех ненавидеть. 😏
😁;3;1;smile;positive/negative;0;рукалицо просто 😁
😂;2;1;smile;positive/negative;0;однозначно😂
😏;2;1;no_emotion;neutral/skeptical;1;уверена 😏
😏;5;1;no_emotion;neutral/skeptical;1;никто не любит зануд😏
😁;6;1;smile;positive/negative;0;ну вот и не нудите😁
😁;7;1;smile;positive/negative;0;возможно клуб шерлока продолжает свою работу😁
😌;8;1;joy;positive;2;и о чем это говорит?! 😌
😃;6;1;smile;positive/negative;0;менталит такой халява матери дороже 😃
🤣;10;1;smile;positive/negative;0;вот и я про тоже мне тоже пожалуйста деньгами🤣
🤪;3;1;no_emotion;positive/negative;3;энергетические вампиры 🤪
😁;9;1;smile;positive/negative;0;во во и все довольны и все удовлетворены 😁
😄;10;1;smile;positive/negative;0;да таких историй в каждой деревне по несколько штук😄
😆;3;1;smile;positive/negative;0;кого-то прет😆
🙈;6;1;no_emotion;neutral/skeptical;1;видимо история выдуманнаяради комментариев 🙈
🤣;10;1;smile;positive/negative;0;прочитайте внимательно. она и есть та тётка! 🤣
😁;8;1;smile;positive/negative;0;мои тоже говорят свиньиа не люди😁
😡;10;1;anger;negative;7;плохо вычислите кто это и распотрошите мусор под дверью😡
😏;10;1;no_emotion;neutral/skeptical;1;ну да лучше как страусам голову в песок засунуть😏
😁;7;1;smile;positive/negative;0;на всех остальных сидели люди постарше 😁
😅;4;1;smile;positive/negative;0;и такое бывало 😅
😊;6;1;smile;positive/negative;0;я привык рассчитывать на себя 😊
😁;7;1;smile;positive/negative;0;вот вот я именно об этом 😁
😂;8;1;smile;positive/negative;0;"желаю вам этого ""счастья"" втройне 😂"
😏;11;1;no_emotion;neutral/skeptical;1;инвалидам пассажирам с детьми и пожилым пассажирам у нас говорят😏
🤣;10;1;smile;positive/negative;0;не фактчто и бабушка не была в положении 🤣
😂;11;1;smile;positive/negative;0;вот будет тебе 70 и будешь дома сидеть колом! 😂
😅;8;1;smile;positive/negative;0;ну так там и не чайник был😅
🤔;6;1;no_emotion;neutral/skeptical;1;вы о чём сейчас? 🤔
🙈;5;1;no_emotion;neutral/skeptical;1;еще и передарил.🙈
😎;3;1;no_emotion;positive/negative;3;обезьяна поддельник 😎
😆;9;1;smile;positive/negative;0;перезимовать на острове, а банан жалко для уборщицы 😆
😆;9;1;smile;positive/negative;0;перезимовать на острове, а банан жалко для уборщицы 😆
😳;4;1;shame;negative;6;а в акуе 😳
😊;11;1;smile;positive/negative;0;обезьяну на пельмени. вот вам и заморский деликатес. 😊
😱;11;1;fear;negative;5;мне б так жить, чтобы зимовать где-то на гаваях ..😱
😂;4;1;smile;positive/negative;0;в россии зимуйте😂
😁;3;1;smile;positive/negative;0;северодвинск? 😁
😐;8;1;no_emotion;neutral/skeptical;1;стоп это ваша история про поездку?😐
😁;11;1;smile;positive/negative;0;мерси я была впечатлена непропорциональностью размеров эго и мозгов девушки😁
🤣;6;1;smile;positive/negative;0;зато избавилась чтоб не целоваться🤣
😩;11;1;sadness;negative;4;у меня для вас плохие новости... сегодня уже воскресенье😩
🤣;8;1;smile;positive/negative;0;вот ваш рассказ намного интереснее рассказа автора 🤣
😏;2;1;no_emotion;neutral/skeptical;1;класека 😏
😅;5;1;smile;positive/negative;0;потом свою историю напишете😅
😄;3;1;smile;positive/negative;0;может быть 😄
😁;2;1;smile;positive/negative;0;поддерживаю😁
😁;6;1;smile;positive/negative;0;молодцы мальчики, мама счастье обрела 😁
🙈;8;1;no_emotion;neutral/skeptical;1;и то верно. бедная та мамочка 🙈
😆;5;1;smile;positive/negative;0;почему не согласились?😆
😁;8;1;smile;positive/negative;0;через 13 лет сама родила им братика 😁
😂;5;1;smile;positive/negative;0;о,все же выпросили😂
😁;10;1;smile;positive/negative;0;ага и ещё верят всему что по телевизору говорят😁
🤗;3;1;joy;positive;2;ты опять 🤗
😁;10;1;smile;positive/negative;0;ну в жизни еще не такое бывает!!😁
🤣;6;1;smile;positive/negative;0;малыш иди спать тыустал🤣
🤣;11;1;smile;positive/negative;0;почитаешь некоторые комменты и понимаешь, что в баню этот брак 🤣
❤;4;1;joy;positive;2;защитница моя маленькая ❤
😂;11;1;smile;positive/negative;0;за таких обычно мамочки топят😂 также с пеной у рта
😏;3;1;no_emotion;neutral/skeptical;1;хехе классика😏
😳;10;1;shame;negative;6;от 4 чашек живот как у беременной?! 😳
😁;6;1;smile;positive/negative;0;если чисто поржать то норм😁
😏;2;1;no_emotion;neutral/skeptical;1;согласен 😏
🤣;9;1;smile;positive/negative;0;тут можно порадоваться что хотя бы трусы надел🤣
😂;2;1;smile;positive/negative;0;напомнило 😂
😌;11;1;joy;positive;2;и чо? что хачу - то и варачу.😌
🤫;10;1;no_emotion;neutral/skeptical;1;"слова ""молекулы"" я вообще не васпринимаю.🤫"
😁;8;1;smile;positive/negative;0;думаю нелегко. занудам вообще сложно живётся😁
😁;5;1;smile;positive/negative;0;я бы сказала душнилам😁
😊;10;1;smile;positive/negative;0;хохлушка пишет там характерно написание по мойве без ошибок😊
🤣;9;1;smile;positive/negative;0;"""вы не понимаете это другое""! 🤣"
😎;7;1;no_emotion;positive/negative;3;кровь из глазесли быть точным 😎
😔;3;1;sadness;negative;4;о,да😔
😊;5;1;smile;positive/negative;0;не фартануло наивняку! 😊
😊;7;1;smile;positive/negative;0;хороший совет спасибо за вашу заботу😊
😁;10;1;smile;positive/negative;0;поверь он по итогу отвернется к стене и захрапит 😁
😊;9;1;smile;positive/negative;0;видимо с золотой медалью школу окончил автор. 😊
😐;4;1;no_emotion;neutral/skeptical;1;детское дно рождения 😐
😊;10;1;smile;positive/negative;0;точно-точно. чего это я сразу не догадался. 😊
😬;4;1;no_emotion;neutral/skeptical;1;кроме детского праздника 😬
😂;4;1;smile;positive/negative;0;там день рождение 😂
😃;2;1;smile;positive/negative;0;полусогнутая😃
🤔;11;1;no_emotion;neutral/skeptical;1;а женщины с детства готовятся воспитывать детей в одиночку? 🤔
😵;8;1;surprise;negative;11;в 10 классе урок рисования есть? 😵
🙈;7;1;no_emotion;neutral/skeptical;1;как же скучно я живу)🙈
😉;3;1;smile;positive/negative;0;не благодари😉
😛;10;1;no_emotion;positive/negative;3;поймай если сможешь😛 с сотрясением-то не набегаешься. псих
😅;4;1;smile;positive/negative;0;с языка сняли😅
😁;8;1;smile;positive/negative;0;я всегда пеку блины на 3 блинницах😁
😳;7;1;shame;negative;6;😳 и это все потом есть?
🙈;10;1;no_emotion;neutral/skeptical;1;ой, а я ни того ни другого не люблю 🙈
☹;5;1;sadness;negative;4;неа далеко к сожалению☹
🤣;5;1;smile;positive/negative;0;добро пожаловать в клуб🤣
🤣;9;1;smile;positive/negative;0;вижу тут много кандидатов в клуб ненавистников уборки🤣
😔;5;1;sadness;negative;4;я вам очень сочувствую😔
😏;6;1;no_emotion;neutral/skeptical;1;а потом купить в разборе 😏
😁;6;1;smile;positive/negative;0;хомячек пострадает во благо других😁
😅;8;1;smile;positive/negative;0;мне кажется , что это разовая акция была😅
🤣;10;1;smile;positive/negative;0;у нас тоже мало что больше одного раза срабатывает🤣
🤣;8;1;smile;positive/negative;0;ага-ага в интернете все правда 🤣 100%
😅;8;1;smile;positive/negative;0;все может быть 😅 но оба варианта ужасные
😬;4;1;no_emotion;neutral/skeptical;1;ну получается так 😬
😆;11;1;smile;positive/negative;0;дура а не красная шапочка! шапочку то не надела😆
😁;10;1;smile;positive/negative;0;нуууу универ наверное отстоять можно было взросленькими уже поступают😁
🤔;11;1;no_emotion;neutral/skeptical;1;так бывает дружба между мужчиной и женщиной или нет? 🤔
😃;5;1;smile;positive/negative;0;после зависит от результата 😃
🤣;5;1;smile;positive/negative;0;или- уже... 🤣
😐;8;1;no_emotion;neutral/skeptical;1;получается лучше не дружить вовсе?! 😐
🤣;6;1;smile;positive/negative;0;в обоих случаях дружба крепка 🤣
😁;10;1;smile;positive/negative;0;"ну с ""после"" не так все однозначно 😁"
😄;2;1;smile;positive/negative;0;эпичненько😄
🤣;6;1;smile;positive/negative;0;ох уж эта популярность... 🤣
😂;9;1;smile;positive/negative;0;как неделями трусы и носки не стирает. 😂
😄;7;1;smile;positive/negative;0;одно дело не стирает другое-не снимает😄
🥲;7;1;sadness;positive/negative;13;женский юмор. бессмысленный и беспощадный 🥲
😉;5;1;smile;positive/negative;0;не знаю тебе виднее 😉
🤔;9;1;no_emotion;neutral/skeptical;1;а зачем жалеть о своём положении?! 🤔
😉;10;1;smile;positive/negative;0;вот ты смеёшься а тебе это не помогает.😉
🤔;8;1;no_emotion;neutral/skeptical;1;это ты с чего взял?! 🤔
😂;5;1;smile;positive/negative;0;любая мелочь кажется крупной 😂
😅;5;1;smile;positive/negative;0;по русски это удочка😅
😃;7;1;smile;positive/negative;0;ну вот, напугали человека непонятными словами😃
😂;7;1;smile;positive/negative;0;дал бы ей просто в рот😂
😄;6;1;smile;positive/negative;0;чтоб не пиzdela что попало😄
😂;8;1;smile;positive/negative;0;да ты всё правильно поняла молодец! 😂
😉;6;1;smile;positive/negative;0;в этом и весь смысл 😉
😜;10;1;no_emotion;positive/negative;3;7 лет назад искусственную купили и вообще не паримся 😜
🤣;5;1;smile;positive/negative;0;больше 10 лет уже 🤣
😃;9;1;smile;positive/negative;0;автору хотелось тоже внимания, сколько уделялось той девочке😃
😏;9;1;no_emotion;neutral/skeptical;1;не крысиный. разоблачить обманщика так-то правильно. 😏
😂;11;1;smile;positive/negative;0;так-то вы бы и убийцу не сдали? нехорошо жи😂
🤣;11;1;smile;positive/negative;0;пожар в танке командир контужен вот и не почувствовал дым🤣
🤣;7;1;smile;positive/negative;0;огне видел он в танке был🤣
🤧;5;1;no_emotion;negative;12;слабо проработанная выдумка! 🤧
🤣;5;1;smile;positive/negative;0;ну тогда через суд 🤣
🤣;9;1;smile;positive/negative;0;"а мы от этого ""явления"" избавились🤣"
😅;6;1;smile;positive/negative;0;и не только ртом... 😅
🤣;5;1;smile;positive/negative;0;конечно! секс сближает 🤣
😏;10;1;no_emotion;neutral/skeptical;1;"но ничего ""скоро и ей начнут покупать""😏"
🤡;5;1;no_emotion;positive/negative;3;у них интернета нет🤡
😂;5;1;smile;positive/negative;0;это именно оно ага😂
😆;11;1;smile;positive/negative;0;мне кажется в ее случае проблема - это такой мужчина 😆
😁;2;1;smile;positive/negative;0;обязательно😁
🤣;7;1;smile;positive/negative;0;🤣это классика жанра таких мужичков.
🤣;7;1;smile;positive/negative;0;он сам своим телом торгует просто🤣
🤣;8;1;smile;positive/negative;0;только написала что потом мешок картошки подарит🤣
😉;6;1;smile;positive/negative;0;невероятно но бывает и такое 😉
😂;9;1;smile;positive/negative;0;я выпала в осадок и никак не соберусь 😂
😁;11;1;smile;positive/negative;0;вот это не обещаю. иногда очень хочется сделать кусь 😁
🤔;9;1;no_emotion;neutral/skeptical;1;если интернета нет, как ты написала в группу🤔
😄;3;1;smile;positive/negative;0;наверное 15😄
😏;7;1;no_emotion;neutral/skeptical;1;бодливой коровы  бог рог не дал 😏
😂;7;1;smile;positive/negative;0;,эдак и так, это как? 😂
😁;5;1;smile;positive/negative;0;верю верю не оправдывайтесь😁
😏;6;1;no_emotion;neutral/skeptical;1;да вы оптимист батенька... 😏
😞;8;1;sadness;negative;4;печальное известие😞 пусть не опаздывает больше.
😉;10;1;smile;positive/negative;0;приезжай эдик проверим и поспрашиваем кто кого как называл 😉
😉;8;1;smile;positive/negative;0;норм но ты ее не достоин поверь 😉
😉;7;1;smile;positive/negative;0;ну это лучше чем эдик гавноед 😉
😏;6;1;no_emotion;neutral/skeptical;1;которая не имеет актов. 😏
🤣;8;1;smile;positive/negative;0;пора нам в одноклассники уходитьпора... 🤣
😊;6;1;smile;positive/negative;0;вы молодец. добрый человек 😊
😂;9;1;smile;positive/negative;0;я так-же сбежал от своей первой жены!😂
😂;7;1;smile;positive/negative;0;ну я же говорю оладушек!😂
😆;11;1;smile;positive/negative;0;да в тебе умер гений. даже сгнить успел!😆
😆;9;1;smile;positive/negative;0;молодец! позорься до конца! оладушек!😆
😁;6;1;smile;positive/negative;0;мулитик вспомнил про реактивных улиток 😁
🙂;4;1;smile;positive/negative;0;"""турбо"" 🙂"
😂;3;1;smile;positive/negative;0;гениально! 😂
😉;7;1;smile;positive/negative;0;с е..анутых спросу нет 😉
🤗;4;1;joy;positive;2;благодарю за комплимент 🤗
😔;6;1;sadness;negative;4;блин уснул пока писал. 😔
🤗;4;1;joy;positive;2;но не факт🤗
😄;4;1;smile;positive/negative;0;думайте дальше. 😄
🤣;11;1;smile;positive/negative;0;"выражение ""из лейки поливать"" сделало мой день!🤣"
😄;3;1;smile;positive/negative;0;дааа понимаю 😄
🤣;6;1;smile;positive/negative;0;кошачьи волосы это уже приправа🤣
😏;6;1;no_emotion;neutral/skeptical;1;а ещё инопланетяне могли подкинуть😏
😌;10;1;joy;positive;2;просто хотела расстаться и разбежаться, но повода не было😌
🤣;8;1;smile;positive/negative;0;🤣не исключено что и вы тоже)
😊;10;1;smile;positive/negative;0;дык газ с уралом и в сравнение не идет 😊
🤣;9;1;smile;positive/negative;0;потому что это рычаг для переезда в детдом 🤣
😂;10;1;smile;positive/negative;0;мораль: не ходи на свидания после ночной смены😂
😅;4;1;smile;positive/negative;0;знаете всё индивидуально 😅
😁;9;1;smile;positive/negative;0;чувство юмора наше все интеллект не всегда решает 😁
😬;8;1;no_emotion;neutral/skeptical;1;то что это парень  это намного хуже😬
😁;7;1;smile;positive/negative;0;ну так, ему за улыбку платят 😁
😢;5;1;sadness;negative;4;вот бы мне так 😢
😆;11;1;smile;positive/negative;0;и заплатила в двойном размере за восстановление и за удаление😆
😊;9;1;smile;positive/negative;0;а если итог один то зачем платить больше😊
🤔;5;1;no_emotion;neutral/skeptical;1;северному или южному? 🤔
😂;9;1;smile;positive/negative;0;конечно по северному. зима же на дворе 😂
